schemaVersion	1
identity	kind	ownerBubble	namespace	name	signature	tier	status	prelude	documentation
api:97	Api	Pop.Standard	Pop.Bytes	writeUInt64BigEndian	writeUInt64BigEndian(Bytes.Buffer,UInt64)->()	standard	implemented	false	architecture/decisions/0117-reusable-byte-buffer-and-endian-writes.md
api:98	Api	Pop.Standard	Pop.Bytes	writeUInt64LittleEndian	writeUInt64LittleEndian(Bytes.Buffer,UInt64)->()	standard	implemented	false	architecture/decisions/0117-reusable-byte-buffer-and-endian-writes.md
api:99	Api	Pop.Standard	Pop.Bytes	toBytes	toBytes(Bytes.Buffer)->Bytes	standard	implemented	false	architecture/decisions/0117-reusable-byte-buffer-and-endian-writes.md
api:100	Api	Pop.Standard	Pop.Text	encodeUtf8	encodeUtf8(String)->Bytes	standard	implemented	false	architecture/decisions/0118-checked-utf8-transcoding.md
api:101	Api	Pop.Standard	Pop.Text	encodeUtf8	encodeUtf8(Text.View)->Bytes	standard	implemented	false	architecture/decisions/0118-checked-utf8-transcoding.md
api:102	Api	Pop.Standard	Pop.Text	decodeUtf8	decodeUtf8(Bytes.View)->String?	standard	implemented	false	architecture/decisions/0118-checked-utf8-transcoding.md
api:103	Api	Pop.Standard	Pop.Text	decodeUtf8	decodeUtf8(Bytes.Buffer)->String?	standard	implemented	false	architecture/decisions/0118-checked-utf8-transcoding.md
api:104	Api	Pop.Standard	Pop.Bytes	hexEncode	hexEncode(Bytes.View)->String	standard	implemented	false	architecture/decisions/0119-portable-hexadecimal-codec.md
api:105	Api	Pop.Standard	Pop.Bytes	hexDecode	hexDecode(String)->Bytes?	standard	implemented	false	architecture/decisions/0119-portable-hexadecimal-codec.md
api:106	Api	Pop.Standard	Pop.Bytes	base64Encode	base64Encode(Bytes.View)->String	standard	implemented	false	architecture/decisions/0120-portable-base64-codec.md
api:107	Api	Pop.Standard	Pop.Bytes	base64Decode	base64Decode(String)->Bytes?	standard	implemented	false	architecture/decisions/0120-portable-base64-codec.md
api:108	Api	Pop.Standard	Pop.Bytes	base32Encode	base32Encode(Bytes.View)->String	standard	implemented	false	architecture/decisions/0121-portable-base32-codec.md
api:109	Api	Pop.Standard	Pop.Bytes	base32Decode	base32Decode(String)->Bytes?	standard	implemented	false	architecture/decisions/0121-portable-base32-codec.md
api:110	Api	Pop.Standard	Pop.Bytes	bitwiseAnd	bitwiseAnd(Bytes.View,Bytes.View)->Bytes?	standard	implemented	false	architecture/decisions/0122-portable-bytes-bitwise-transforms.md
api:111	Api	Pop.Standard	Pop.Bytes	bitwiseOr	bitwiseOr(Bytes.View,Bytes.View)->Bytes?	standard	implemented	false	architecture/decisions/0122-portable-bytes-bitwise-transforms.md
api:112	Api	Pop.Standard	Pop.Bytes	bitwiseXor	bitwiseXor(Bytes.View,Bytes.View)->Bytes?	standard	implemented	false	architecture/decisions/0122-portable-bytes-bitwise-transforms.md
api:113	Api	Pop.Standard	Pop.Bytes	bitwiseNot	bitwiseNot(Bytes.View)->Bytes	standard	implemented	false	architecture/decisions/0122-portable-bytes-bitwise-transforms.md
api:114	Api	Pop.Standard	Pop.Unicode	isWhitespace	isWhitespace(Rune)->Boolean	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:115	Api	Pop.Standard	Pop.Text	trimStart	trimStart(String)->String	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:116	Api	Pop.Standard	Pop.Text	trimEnd	trimEnd(String)->String	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:117	Api	Pop.Standard	Pop.Text	trim	trim(String)->String	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:118	Api	Pop.Standard	Pop.Text	replace	replace(String,String,String)->String	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:119	Api	Pop.Standard	Pop.Text	split	split(String,String)->List<String>	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:120	Api	Pop.Standard	Pop.Text	join	join<TSource:Iterable<String>>(TSource,String)->String	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:121	Api	Pop.Standard	Pop.Text	parseInt	parseInt(String)->Int?	standard	implemented	false	architecture/decisions/0123-essential-text-algorithms-and-integer-parsing.md
api:122	Api	Pop.Standard	Pop.Text	startsWith	startsWith(String,String)->Boolean	standard	implemented	false	architecture/decisions/0124-essential-text-search.md
api:123	Api	Pop.Standard	Pop.Text	endsWith	endsWith(String,String)->Boolean	standard	implemented	false	architecture/decisions/0124-essential-text-search.md
api:124	Api	Pop.Standard	Pop.Text	contains	contains(String,String)->Boolean	standard	implemented	false	architecture/decisions/0124-essential-text-search.md
api:125	Api	Pop.Standard	Pop.Text	indexOf	indexOf(String,String,Int)->Int?	standard	implemented	false	architecture/decisions/0124-essential-text-search.md
api:126	Api	Pop.Standard	Pop.Text	toAsciiLower	toAsciiLower(String)->String	standard	implemented	false	architecture/decisions/0125-essential-text-ascii-casing.md
api:127	Api	Pop.Standard	Pop.Text	toAsciiUpper	toAsciiUpper(String)->String	standard	implemented	false	architecture/decisions/0125-essential-text-ascii-casing.md
api:128	Api	Pop.Standard	Pop.Text	equalsAsciiIgnoreCase	equalsAsciiIgnoreCase(String,String)->Boolean	standard	implemented	false	architecture/decisions/0125-essential-text-ascii-casing.md
api:129	Api	Pop.Standard	Pop.Random	State	class State(private UInt32)	standard	implemented	false	architecture/decisions/0126-deterministic-random-state.md
api:130	Api	Pop.Standard	Pop.Random	seed	seed(UInt32)->Random.State	standard	implemented	false	architecture/decisions/0126-deterministic-random-state.md
api:131	Api	Pop.Standard	Pop.Random	next	next(Random.State)->UInt32	standard	implemented	false	architecture/decisions/0126-deterministic-random-state.md
api:132	Api	Pop.Standard	Pop.Random	fill	fill(Random.State,Bytes.Buffer,Int)->Boolean	standard	implemented	false	architecture/decisions/0126-deterministic-random-state.md
api:133	Api	Pop.Standard	Pop.Random	shuffle	shuffle<T>(Random.State,{T})->Boolean	standard	implemented	false	architecture/decisions/0126-deterministic-random-state.md
api:134	Api	Pop.Standard	Pop.Random	nextInt	nextInt(Random.State,Int,Int)->Int?	standard	implemented	false	architecture/decisions/0127-deterministic-random-distributions.md
api:135	Api	Pop.Standard	Pop.Random	nextFloat	nextFloat(Random.State)->Float64	standard	implemented	false	architecture/decisions/0127-deterministic-random-distributions.md
api:136	Api	Pop.Standard	Pop.Random	chance	chance(Random.State,Float64)->Boolean?	standard	implemented	false	architecture/decisions/0127-deterministic-random-distributions.md
api:137	Api	Pop.Standard	Pop.Sequence	reverse	reverse<T,TSource:Iterable<T>>(TSource)->List<T>	standard	implemented	false	architecture/decisions/0128-materializing-sequence-order-and-equality.md
api:138	Api	Pop.Standard	Pop.Sequence	sort	sort<T,TSource:Iterable<T>>(TSource,function(T,T)->Int)->List<T>	standard	implemented	false	architecture/decisions/0128-materializing-sequence-order-and-equality.md
api:139	Api	Pop.Standard	Pop.Sequence	sortBy	sortBy<T,TSource:Iterable<T>>(TSource,function(T)->Int)->List<T>	standard	implemented	false	architecture/decisions/0128-materializing-sequence-order-and-equality.md
api:140	Api	Pop.Standard	Pop.Sequence	containsBy	containsBy<T,TSource:Iterable<T>>(TSource,T,function(T,T)->Boolean)->Boolean	standard	implemented	false	architecture/decisions/0128-materializing-sequence-order-and-equality.md
api:141	Api	Pop.Standard	Pop.Sequence	equalsBy	equalsBy<T,TLeft:Iterable<T>,TRight:Iterable<T>>(TLeft,TRight,function(T,T)->Boolean)->Boolean	standard	implemented	false	architecture/decisions/0128-materializing-sequence-order-and-equality.md
api:142	Api	Pop.Standard	Pop.Sequence	first	first<T,TSource:Iterable<T>>(TSource)->Iteration<T>	standard	implemented	false	architecture/decisions/0130-sequence-no-fallback-inspection.md
api:143	Api	Pop.Standard	Pop.Sequence	last	last<T,TSource:Iterable<T>>(TSource)->Iteration<T>	standard	implemented	false	architecture/decisions/0130-sequence-no-fallback-inspection.md
api:144	Api	Pop.Standard	Pop.Version	Value	record Value(Int,Int,Int,String,String)	standard	implemented	false	architecture/decisions/0131-bounded-semantic-version-values.md
api:145	Api	Pop.Standard	Pop.Version	parse	parse(String)->Version.Value?	standard	implemented	false	architecture/decisions/0131-bounded-semantic-version-values.md
api:146	Api	Pop.Standard	Pop.Version	format	format(Version.Value)->String	standard	implemented	false	architecture/decisions/0131-bounded-semantic-version-values.md
api:147	Api	Pop.Standard	Pop.Version	compare	compare(Version.Value,Version.Value)->Int	standard	implemented	false	architecture/decisions/0131-bounded-semantic-version-values.md
api:148	Api	Pop.Standard	Pop.Version	matches	matches(Version.Value,String)->Boolean	standard	implemented	false	architecture/decisions/0131-bounded-semantic-version-values.md
api:149	Api	Pop.Standard	Pop.Mime	Parameter	record Parameter(String,String)	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:150	Api	Pop.Standard	Pop.Mime	Value	record Value(String,String,List<Mime.Parameter>)	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:151	Api	Pop.Standard	Pop.Mime	parse	parse(String)->Mime.Value?	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:152	Api	Pop.Standard	Pop.Mime	format	format(Mime.Value)->String	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:153	Api	Pop.Standard	Pop.Mime	parameter	parameter(Mime.Value,String)->String?	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:154	Api	Pop.Standard	Pop.Mime	matches	matches(Mime.Value,String)->Boolean	standard	implemented	false	architecture/decisions/0132-bounded-media-type-values.md
api:155	Api	Pop.Standard	Pop.Uri	Value	record Value(String,String?,String,String?,String?)	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:156	Api	Pop.Standard	Pop.Uri	parse	parse(String)->Uri.Value?	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:157	Api	Pop.Standard	Pop.Uri	format	format(Uri.Value)->String	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:158	Api	Pop.Standard	Pop.Uri	percentEncode	percentEncode(String)->String?	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:159	Api	Pop.Standard	Pop.Uri	percentDecode	percentDecode(String)->String?	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:160	Api	Pop.Standard	Pop.Uri	resolve	resolve(Uri.Value,Uri.Value)->Uri.Value	standard	implemented	false	architecture/decisions/0133-bounded-uri-reference-values.md
api:161	Api	Pop.Standard	Pop.Guid	Value	record Value(UInt32,UInt32,UInt32,UInt32)	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:162	Api	Pop.Standard	Pop.Guid	newVersion4	newVersion4(Bytes)->Guid.Value?	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:163	Api	Pop.Standard	Pop.Guid	parse	parse(String)->Guid.Value?	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:164	Api	Pop.Standard	Pop.Guid	format	format(Guid.Value)->String	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:165	Api	Pop.Standard	Pop.Guid	fromBytes	fromBytes(Bytes)->Guid.Value?	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:166	Api	Pop.Standard	Pop.Guid	toBytes	toBytes(Guid.Value)->Bytes	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:167	Api	Pop.Standard	Pop.Guid	isNil	isNil(Guid.Value)->Boolean	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:168	Api	Pop.Standard	Pop.Guid	isVersion4	isVersion4(Guid.Value)->Boolean	standard	implemented	false	architecture/decisions/0134-bounded-guid-values.md
api:169	Api	Pop.Standard	Pop.Path	Value	record Value(String,Boolean)	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:170	Api	Pop.Standard	Pop.Path	normalize	normalize(String)->Path.Value?	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:171	Api	Pop.Standard	Pop.Path	format	format(Path.Value)->String	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:172	Api	Pop.Standard	Pop.Path	isAbsolute	isAbsolute(Path.Value)->Boolean	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:173	Api	Pop.Standard	Pop.Path	join	join(Path.Value,String)->Path.Value?	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:174	Api	Pop.Standard	Pop.Path	parent	parent(Path.Value)->Path.Value?	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:175	Api	Pop.Standard	Pop.Path	name	name(Path.Value)->String?	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:176	Api	Pop.Standard	Pop.Path	extension	extension(Path.Value)->String?	standard	implemented	false	architecture/decisions/0135-bounded-portable-lexical-paths.md
api:177	Api	Pop.Standard	Pop.Time	Duration	record Duration(Int,Int)	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:178	Api	Pop.Standard	Pop.Time	fromSeconds	fromSeconds(Int)->Time.Duration	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:179	Api	Pop.Standard	Pop.Time	fromMilliseconds	fromMilliseconds(Int)->Time.Duration	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:180	Api	Pop.Standard	Pop.Time	fromNanoseconds	fromNanoseconds(Int)->Time.Duration	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:181	Api	Pop.Standard	Pop.Time	compare	compare(Time.Duration,Time.Duration)->Int	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:182	Api	Pop.Standard	Pop.Time	isZero	isZero(Time.Duration)->Boolean	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:183	Api	Pop.Standard	Pop.Time	isNegative	isNegative(Time.Duration)->Boolean	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:184	Api	Pop.Standard	Pop.Time	secondsPart	secondsPart(Time.Duration)->Int	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:185	Api	Pop.Standard	Pop.Time	nanosecondsPart	nanosecondsPart(Time.Duration)->Int	standard	implemented	false	architecture/decisions/0136-canonical-duration-values.md
api:186	Api	Pop.Standard	Pop.Time	Instant	record Instant(Int,Int)	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:187	Api	Pop.Standard	Pop.Time	Deadline	record Deadline(Time.Instant)	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:188	Api	Pop.Standard	Pop.Time	TestClock	class TestClock(private Int,private Int)	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:189	Api	Pop.Standard	Pop.Time	instant	instant(Int,Int)->Time.Instant?	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:190	Api	Pop.Standard	Pop.Time	testClock	testClock(Time.Instant)->Time.TestClock?	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:191	Api	Pop.Standard	Pop.Time	now	now(Time.TestClock)->Time.Instant	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:192	Api	Pop.Standard	Pop.Time	advance	advance(Time.TestClock,Time.Duration)->Boolean	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:193	Api	Pop.Standard	Pop.Time	deadlineAfter	deadlineAfter(Time.TestClock,Time.Duration)->Time.Deadline?	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:194	Api	Pop.Standard	Pop.Time	isExpired	isExpired(Time.TestClock,Time.Deadline)->Boolean	standard	implemented	false	architecture/decisions/0137-deterministic-test-clock-values.md
api:195	Api	Pop.Standard	Pop.Time	Date	record Date(Int,Int,Int)	standard	implemented	false	architecture/decisions/0138-bounded-gregorian-date-values.md
api:196	Api	Pop.Standard	Pop.Time	date	date(Int,Int,Int)->Time.Date?	standard	implemented	false	architecture/decisions/0138-bounded-gregorian-date-values.md
api:197	Api	Pop.Standard	Pop.Time	isLeapYear	isLeapYear(Int)->Boolean	standard	implemented	false	architecture/decisions/0138-bounded-gregorian-date-values.md
api:198	Api	Pop.Standard	Pop.Time	daysInMonth	daysInMonth(Int,Int)->Int?	standard	implemented	false	architecture/decisions/0138-bounded-gregorian-date-values.md
api:199	Api	Pop.Standard	Pop.Time	compareDates	compareDates(Time.Date,Time.Date)->Int	standard	implemented	false	architecture/decisions/0138-bounded-gregorian-date-values.md
api:200	Api	Pop.Standard	Pop.Time	TimeOfDay	record TimeOfDay(Int,Int,Int,Int)	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:201	Api	Pop.Standard	Pop.Time	LocalDateTime	record LocalDateTime(Time.Date,Time.TimeOfDay)	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:202	Api	Pop.Standard	Pop.Time	UtcOffset	record UtcOffset(Int)	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:203	Api	Pop.Standard	Pop.Time	OffsetDateTime	record OffsetDateTime(Time.LocalDateTime,Time.UtcOffset)	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:204	Api	Pop.Standard	Pop.Time	timeOfDay	timeOfDay(Int,Int,Int,Int)->Time.TimeOfDay?	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:205	Api	Pop.Standard	Pop.Time	localDateTime	localDateTime(Time.Date,Time.TimeOfDay)->Time.LocalDateTime?	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:206	Api	Pop.Standard	Pop.Time	utcOffset	utcOffset(Int)->Time.UtcOffset?	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:207	Api	Pop.Standard	Pop.Time	offsetDateTime	offsetDateTime(Time.LocalDateTime,Time.UtcOffset)->Time.OffsetDateTime?	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:208	Api	Pop.Standard	Pop.Time	isUtc	isUtc(Time.UtcOffset)->Boolean	standard	implemented	false	architecture/decisions/0139-bounded-civil-time-values.md
api:209	Api	Pop.Standard	Pop.Locale	Tag	record Tag(String,String?,String?)	standard	implemented	false	architecture/decisions/0140-bounded-locale-tags.md
api:210	Api	Pop.Standard	Pop.Locale	parse	parse(String)->Locale.Tag?	standard	implemented	false	architecture/decisions/0140-bounded-locale-tags.md
api:211	Api	Pop.Standard	Pop.Locale	format	format(Locale.Tag)->String?	standard	implemented	false	architecture/decisions/0140-bounded-locale-tags.md
api:212	Api	Pop.Standard	Pop.Locale	sameLanguage	sameLanguage(Locale.Tag,Locale.Tag)->Boolean	standard	implemented	false	architecture/decisions/0140-bounded-locale-tags.md
api:213	Api	Pop.Standard	Pop.Glob	Pattern	class Pattern(private List<Int>)	standard	implemented	false	architecture/decisions/0141-bounded-text-glob-patterns.md
api:214	Api	Pop.Standard	Pop.Glob	compile	compile(String)->Glob.Pattern?	standard	implemented	false	architecture/decisions/0141-bounded-text-glob-patterns.md
api:215	Api	Pop.Standard	Pop.Glob	matches	matches(Glob.Pattern,String)->Boolean	standard	implemented	false	architecture/decisions/0141-bounded-text-glob-patterns.md
api:216	Api	Pop.Standard	Pop.Csv	parse	parse(String)->List<List<String>>?	standard	implemented	false	architecture/decisions/0142-bounded-csv-text-rows.md
api:217	Api	Pop.Standard	Pop.Csv	format	format(List<List<String>>)->String?	standard	implemented	false	architecture/decisions/0142-bounded-csv-text-rows.md
api:218	Api	Pop.Standard	Pop.Net	Ipv4Address	record Ipv4Address(UInt32)	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:219	Api	Pop.Standard	Pop.Net	ipv4	ipv4(Byte,Byte,Byte,Byte)->Net.Ipv4Address	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:220	Api	Pop.Standard	Pop.Net	parseIpv4	parseIpv4(String)->Net.Ipv4Address?	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:221	Api	Pop.Standard	Pop.Net	formatIpv4	formatIpv4(Net.Ipv4Address)->String	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:222	Api	Pop.Standard	Pop.Net	ipv4Octet	ipv4Octet(Net.Ipv4Address,Int)->Byte?	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:223	Api	Pop.Standard	Pop.Net	isIpv4Loopback	isIpv4Loopback(Net.Ipv4Address)->Boolean	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:224	Api	Pop.Standard	Pop.Net	isIpv4Private	isIpv4Private(Net.Ipv4Address)->Boolean	standard	implemented	false	architecture/decisions/0143-bounded-ipv4-address-values.md
api:225	Api	Pop.Standard	Pop.Net	Ipv4Prefix	record Ipv4Prefix(Net.Ipv4Address,Int)	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:226	Api	Pop.Standard	Pop.Net	Ipv4SocketAddress	record Ipv4SocketAddress(Net.Ipv4Address,UInt16)	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:227	Api	Pop.Standard	Pop.Net	ipv4Prefix	ipv4Prefix(Net.Ipv4Address,Int)->Net.Ipv4Prefix?	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:228	Api	Pop.Standard	Pop.Net	networkIpv4	networkIpv4(Net.Ipv4Prefix)->Net.Ipv4Address	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:229	Api	Pop.Standard	Pop.Net	containsIpv4	containsIpv4(Net.Ipv4Prefix,Net.Ipv4Address)->Boolean	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:230	Api	Pop.Standard	Pop.Net	ipv4Socket	ipv4Socket(Net.Ipv4Address,UInt16)->Net.Ipv4SocketAddress	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:231	Api	Pop.Standard	Pop.Net	parseIpv4Socket	parseIpv4Socket(String)->Net.Ipv4SocketAddress?	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:232	Api	Pop.Standard	Pop.Net	formatIpv4Socket	formatIpv4Socket(Net.Ipv4SocketAddress)->String	standard	implemented	false	architecture/decisions/0144-ipv4-prefix-and-socket-address-values.md
api:233	Api	Pop.Standard	Pop.Channel	bounded	bounded<T>(UInt64)->(Channel.Sender<T>,Channel.Receiver<T>)?	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:234	Api	Pop.Standard	Pop.Channel	trySend	trySend<T>(Channel.Sender<T>,T)->Channel.SendOutcome	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:235	Api	Pop.Standard	Pop.Channel	tryReceive	tryReceive<T>(Channel.Receiver<T>)->Channel.ReceiveOutcome<T>	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:236	Api	Pop.Standard	Pop.Channel	close	close<T>(Channel.Sender<T>)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:237	Api	Pop.Standard	Pop.Channel	closeReceiver	closeReceiver<T>(Channel.Receiver<T>)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:238	Api	Pop.Standard	Pop.Channel	sendAccepted	sendAccepted(Channel.SendOutcome)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:239	Api	Pop.Standard	Pop.Channel	sendFull	sendFull(Channel.SendOutcome)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:240	Api	Pop.Standard	Pop.Channel	sendClosed	sendClosed(Channel.SendOutcome)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:241	Api	Pop.Standard	Pop.Channel	received	received<T>(Channel.ReceiveOutcome<T>)->T?	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:242	Api	Pop.Standard	Pop.Channel	receiveEmpty	receiveEmpty<T>(Channel.ReceiveOutcome<T>)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:243	Api	Pop.Standard	Pop.Channel	receiveClosed	receiveClosed<T>(Channel.ReceiveOutcome<T>)->Boolean	standard	implemented	false	architecture/decisions/0147-directional-bounded-channel-api.md
api:244	Api	Pop.Standard	Pop.Net	Ipv6Address	record Ipv6Address(UInt32,UInt32,UInt32,UInt32)	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:245	Api	Pop.Standard	Pop.Net	ipv6	ipv6(UInt16,UInt16,UInt16,UInt16,UInt16,UInt16,UInt16,UInt16)->Net.Ipv6Address	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:246	Api	Pop.Standard	Pop.Net	parseIpv6	parseIpv6(String)->Net.Ipv6Address?	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:247	Api	Pop.Standard	Pop.Net	formatIpv6	formatIpv6(Net.Ipv6Address)->String	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:248	Api	Pop.Standard	Pop.Net	ipv6Segment	ipv6Segment(Net.Ipv6Address,Int)->UInt16?	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:249	Api	Pop.Standard	Pop.Net	isIpv6Loopback	isIpv6Loopback(Net.Ipv6Address)->Boolean	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:250	Api	Pop.Standard	Pop.Net	isIpv6Unspecified	isIpv6Unspecified(Net.Ipv6Address)->Boolean	standard	implemented	false	architecture/decisions/0150-canonical-ipv6-address-values.md
api:251	Api	Pop.Standard	Pop.Net	Ipv6Prefix	record Ipv6Prefix(Net.Ipv6Address,Int)	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:252	Api	Pop.Standard	Pop.Net	Ipv6SocketAddress	record Ipv6SocketAddress(Net.Ipv6Address,UInt16)	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:253	Api	Pop.Standard	Pop.Net	ipv6Prefix	ipv6Prefix(Net.Ipv6Address,Int)->Net.Ipv6Prefix?	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:254	Api	Pop.Standard	Pop.Net	networkIpv6	networkIpv6(Net.Ipv6Prefix)->Net.Ipv6Address	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:255	Api	Pop.Standard	Pop.Net	containsIpv6	containsIpv6(Net.Ipv6Prefix,Net.Ipv6Address)->Boolean	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:256	Api	Pop.Standard	Pop.Net	ipv6Socket	ipv6Socket(Net.Ipv6Address,UInt16)->Net.Ipv6SocketAddress	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:257	Api	Pop.Standard	Pop.Net	parseIpv6Socket	parseIpv6Socket(String)->Net.Ipv6SocketAddress?	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:258	Api	Pop.Standard	Pop.Net	formatIpv6Socket	formatIpv6Socket(Net.Ipv6SocketAddress)->String	standard	implemented	false	architecture/decisions/0151-ipv6-prefix-and-socket-address-values.md
api:259	Api	Pop.Standard	Pop.Net	Address	union Address(Ipv4(Net.Ipv4Address),Ipv6(Net.Ipv6Address))	standard	implemented	false	architecture/decisions/0152-closed-ip-address-union.md
api:260	Api	Pop.Standard	Pop.Net	parseAddress	parseAddress(String)->Net.Address?	standard	implemented	false	architecture/decisions/0152-closed-ip-address-union.md
